EP_PlotID	Grazing	Mowing	Fertilization	Plant	Plant_SLA	Plant_N	Plant_P	Lichen	Moss	Arth_Herb	Arth_Omni	Arth_Pollin	Arth_Carniv	Arth_Decom	Below_Pred	Below_Decom	Fungi_Decom	Fungi_Pathog	Fungi_Symb	Fungi_Other	Protist_Bact	Protist_Euka	Protist_Omni	Protist_Paras	Bacteria	Soil_C	Soil_OrgC	Soil_N	Soil_P	Plant_Aerial_Biom	Plant_Root_Biom	Water_Recharge	Pot_Nitrification	Retention_N	Retention_P	Litter_Decomp	Root_Decomp	Dung_Removal	Seed_Removal	Herbivory_Rate	Mycorrhization_Rate	Parasitoid_Rate	Pollination_Rate	Pathogen_Rate	C_Flux	Nitrate_Flux	Ammonia_Flux
SEG23	0	2.035	0.918333333	14.63636364	3.184609283	2.45	0.2665	0	0	17.6	0	0.7	3.8	1.4	5	0	63	9.666666667	2.333333333	62.33333333	328	75.5	151	42	5069.5	12.44068045	292.9	59.68923757	12.1198225	265.4277778	11.432	282.0902162	86.30864166	1975.733333	184.2530796	0.358781276	NA	-0.213083859	0.992	0.004522441	NA	1	5	0.01824725	0.789913579	0.301845032	-0.38632881
SEG24	0.008333333	1.006666667	0	22.63636364	2.995830049	2.618	0.209333333	0	3	15.3	0.4	1.3	5.1	0.8	6	0	51.66666667	11.66666667	8.666666667	54.66666667	435.5	113	225.5	66.5	6268.5	7.857742911	203.3	249.6011658	48.98395036	130.3911111	3.992	294.0891211	2525.633554	1951.15151	190.4479286	0.32054493	28.8	-0.24036016	0.992	0.029857508	10.19514825	1	131	0.0001775	0.510105636	1.442112418	1.943021199
SEG25	0	1.875833333	0	21.54545455	3.355132288	2.725166667	0.258166667	0	1	22	0	0.8	5.9	1.4	10	0	74.66666667	13	11.66666667	79	435	112	216.5	70	5998.5	9.426171428	197.8	108.3169427	39.73188112	101.15	3.362	336.3661519	1417.26767	1835.466667	188.83932	0.412411345	26.63	-0.028213505	0.432	0.031634731	10.541922	3	227	0.0015675	-0.10072229	2.96516307	2.066597092
SEG26	0	1.801666667	0.918333333	21.09090909	3.302174204	2.4585	0.223833333	0	1	15.9	0.2	0.6	3.9	1.4	2	0	73.33333333	21	9.333333333	91.66666667	458.5	107.5	234.5	71.5	6067.5	10.72648344	297.1	192.7312084	60.8655941	157.8388889	10.352	306.7831144	2825.30746	2028.175577	180.5354697	0.460482754	25.45	0.09934362	1	0.010543911	17.40804225	NA	205	0.0002725	0.73800267	1.742154026	4.103077975
SEG27	0	1.020833333	0	16.27272727	3.164904177	2.567666667	0.267	0	2	20.2	0	1.2	5.9	0.8	4	0	61.33333333	17.33333333	3.333333333	70.33333333	519.5	124.5	265.5	60	6411	10.02866496	359.5	123.9094782	53.30231634	146.1277778	1.252	307.6109128	1276.896239	1864.766667	187.4926514	0.418265784	29.05	0.030395137	0.96	0.048467005	NA	NA	NA	0.0017125	2.135285585	1.762419999	1.04165554
SEG28	0.008333333	1.165833333	0	15.81818182	3.274746758	2.695	0.268666667	0	2	18.4	0.3	1.2	6.4	0.8	4	0	60	13.66666667	7.666666667	73.66666667	424	111	224	70.5	6120	7.710131173	145.3	167.7071661	18.10677185	194.2333333	1.046	292.044868	1738.332732	1895.015799	187.5317169	0.383828775	32.65	-0.154991672	0.944	0.042051607	13.24675725	4	151	1.58E-05	0.929253545	1.441877245	0.980303377
SEG29	0.065833333	0.705	0	21.18181818	3.160637121	2.128166667	0.206166667	0	1	16.4	0.3	0.9	4.9	1	5	0	52.33333333	10.66666667	16	77.66666667	369.5	102	197.5	72	6154	5.695284793	131.6	181.3047108	49.42039186	172.4222222	4.182	281.399504	1825.289354	1999.904504	188.5198865	0.452890782	32.65	-0.209048853	1	0.042794147	14.91127125	12	67	0.006732	1.030348621	0.808111877	0.47601774
SEG30	0	1.65	0	25.18181818	3.293224427	1.435166667	0.251166667	0	1	17.8	0	1.7	3.6	0.7	4	1	71.33333333	14.66666667	3	82	424	107.5	232.5	62	4941	3.467117785	29.4	57.17025344	19.83879966	275.4666667	9.772	299.4810425	500.9082083	1982.280649	178.361205	0.434349306	28.17	-0.045104566	1	0.01763042	13.7322405	20	14	0.01489	-0.150406958	0.04093812	-0.023994578
SEG31	0	1.65	0	24.27272727	3.206491502	1.791	0.226833333	0	3	22.9	0	1.5	4.1	1.2	5	0	54.66666667	10	2	53.33333333	472	105.5	246	56.5	4612	3.284302184	28.43	40.03523739	16.9835751	222.0055556	12.972	268.6875897	184.2902016	1960.933333	183.1605033	0.387761101	28.1	0.103678666	1	0.016219396	29.33705925	4	213	0.02285225	-0.897762457	0.072306575	-0.841815958
SEG32	0	1.65	0	23.54545455	3.166947305	1.545833333	0.226	0	1	21.5	0	1.3	3	1.4	3	1	54	10.66666667	4	66.33333333	535	116.5	283.5	70	4265	2.874467288	24.18	29.90367359	11.90209191	273.75	6.472	304.2141201	215.1937605	1994.4	185.661522	0.375834237	30.13	0.030482352	0.984	0.029348154	NA	20	39	0.0086411	-0.936332808	0.067777079	-0.681442614
SEG33	2.201666667	0.381666667	0.849166667	23.5	3.257909657	1.9992	0.2662	0	1	20.2	0	1.4	5.2	0.5	7	0	70	15.33333333	3.333333333	59.66666667	465.5	112.5	214.5	56	4704	2.313465238	18.22	31.61685129	12.87170874	447.1	4.972	309.7108319	232.9129427	1793.633333	159.464696	0.516571074	28.5	-0.003088424	NA	0.026133517	15.32739975	4	184	0.031856	-1.177324245	0.297007846	-0.409984981
SEG34	1.2825	0.61	1.42	25.36363636	3.275367317	1.886333333	0.277	0	1	18.77777778	0	1.444444444	3.555555556	0.777777778	7	2	79	17.66666667	8.666666667	77	507	118.5	257.5	59	4803	2.320555785	18.41	26.99441913	13.18538583	312.5666667	6.282	283.5628244	209.3621991	1952.276424	170.2925989	0.535977389	25.93	-0.437324066	NA	0.014260872	NA	26	NA	0.0551555	-0.935180729	0.321566744	-0.578780165
SEG35	1.088333333	0.773333333	1.42	22.18181818	3.201536673	1.779666667	0.2345	0	0	21.77777778	0	0.888888889	4.888888889	0.555555556	6	1	61.33333333	15.33333333	4.333333333	68.33333333	492.5	126	233	65	4303.5	2.909715307	22.83	33.85081234	15.12572829	277.75	13.822	304.4087803	259.0192481	1926.85	171.5760999	0.539273036	19.5	-0.305440807	NA	0.0055461	NA	1	123	0.008642	-0.716616579	0.119555044	-0.395890465
SEG36	2.123333333	0.461666667	0	24.54545455	3.192490825	2.23	0.301166667	0	1	20.77777778	0.111111111	0.888888889	5.333333333	0.777777778	8	0	80	17	4.666666667	67	527.5	128.5	241.5	68.5	4406.5	2.537922745	24.28	47.4761731	11.58019695	311.2222222	5.662	319.8363371	386.4985777	1888.806743	182.9583068	0.522069021	25.06	0.255514505	NA	0.024513803	12.8999835	25	402	0.01419	-1.1506953	0.222648361	-0.377881082
SEG37	2.486666667	0.323333333	0	32.09090909	3.115465402	1.6352	0.235	0	4	26.5	0.2	2.3	5.5	1	7	0	76	17.66666667	7.666666667	98.33333333	421.5	102	196.5	43.5	3552.5	1.64159713	12.22	14.94849466	26.04923877	144.3	10.442	309.5400005	90.20689633	1978.866667	140.8474699	0.417354339	27.75	0.065685743	0.184	0.012999596	NA	5	283	8.00E-05	-1.634071723	0.11217069	-1.006011227
SEG38	4.595833333	0.861666667	0	28.18181818	3.173022374	1.849833333	0.253166667	0	2	24.1	0	2.1	6.3	0.5	3	0	57.66666667	11.66666667	7.333333333	77.66666667	568.5	122.5	263	62.5	3921	2.859664977	22.82	23.73672487	14.94871657	248.0222222	14.372	346.3851858	223.1611003	2013	171.7420749	0.394572963	27.75	-0.059760575	NA	0.003584318	NA	NA	201	0.0002335	-1.244991135	0.181347265	-0.708046868
SEG39	0.708333333	0.921666667	0.156666667	26.36363636	3.167132634	1.856666667	0.272333333	0	1	24	0	1.444444444	5.666666667	0.888888889	4	1	52	10.66666667	2.666666667	58	405.5	105	205	64.5	4607.5	2.28596286	16.87	36.7893661	16.63712129	159.9888889	4.352	289.2770433	446.287924	2018.333333	190.3239702	0.546154187	NA	0.110779961	0.88	0.019195753	17.96288025	NA	148	0.001229	-1.090144567	0.107889341	-0.13718718
SEG40	3.7025	0	0	29.27272727	3.129524055	2.140833333	0.2795	0	0	22.6	0.3	1.5	4.6	1.4	9	1	48	11	1.666666667	50.33333333	520	112.5	223	69.5	4155	2.714630854	21.3	52.83548422	10.46471796	221.7111111	12.882	283.0536629	303.9061739	1441.671393	171.5072013	0.547324254	24.31	-0.224112186	0.728	0.012274951	10.61127675	89	162	0.0003425	-1.241336419	0.236713354	0.06784765
SEG41	3.95	0.238333333	0	24.81818182	3.1569959	1.6794	0.2634	0	1	24.1	0	1.7	5.6	1.6	9	1	69	14	3.666666667	59.66666667	494	99.5	238.5	64.5	4223	2.607926445	20.73	26.57768297	11.8849413	391.95625	12.392	296.6912332	247.7595078	1659.270721	177.8778672	0.323764469	19.5	-0.084282982	0.576	0.052664513	NA	39	47	0.00092725	-1.483700041	0.127751341	-0.750797121
SEG42	5.285	0	0.440833333	26.18181818	3.212183802	3.042166667	0.323	0	1	33.3	0.2	1.4	3.3	0.3	6	1	76	17.33333333	8.666666667	77.33333333	532	119	245.5	71	4150	2.554676175	18.64	25.64567053	15.04453169	267.4944444	3.122	305.899977	133.5183435	1946.766667	118.8411439	0.534290815	21.23	0.159841806	NA	0.018328514	9.08547225	NA	60	0.0087875	-1.48674937	0.256154408	-0.685801201
SEG43	2.401666667	0	0.948333333	24.63636364	3.21756733	2.143333333	0.291	0	1	28.2	0.3	1.1	4.6	0.9	6	0	67.66666667	12.66666667	4	75.33333333	498.5	119.5	246.5	71	4269	2.417242406	19.51	31.66669077	14.52065267	252.4555556	11.292	279.8043743	421.3039381	1873	0	0.390153946	26.04	-0.178113306	0.584	0.046290454	11.99837175	NA	125	0.001714	-1.065543134	0.17268006	-0.169544896
SEG44	1.974166667	0	0.316666667	24.36363636	3.184255933	2.035833333	0.290166667	0	1	24.2	0	0.7	4.6	0.8	6	1	70	10.66666667	4	69.66666667	536	123.5	256	76	3974.5	2.77754968	21.83	35.85276344	15.58902436	267.7944444	9.352	288.5094488	247.2926331	2005.823615	180.9293851	0.508177068	NA	0.086031538	0.416	0.029992336	14.980626	17	38	0.0001435	-1.264909109	0.333290482	-0.057964593
SEG45	1.749166667	0	0	28.54545455	3.170223279	1.985833333	0.291166667	0	1	25.8	0.1	1.6	5.3	0.9	3	0	110.3333333	22.33333333	7	118.3333333	519.5	125	233.5	70	4421.5	2.0977316	18.91	29.98836911	12.02022685	288.1944444	15.652	280.8048962	158.7884389	1997.799353	144.0081296	0.45536223	23	0.171913535	1	0.009369046	13.316112	17	25	0.0239496	-1.368718576	0.285309596	-0.648717927
SEG46	4.1975	0.533333333	0	20.27272727	3.199950507	2.3245	0.298333333	0	2	16	0	0.8	4.5	0.6	3	0	60.66666667	12.33333333	4	62.33333333	529.5	117.5	252	71.5	4248	2.614828665	24.3	50.52274986	22.103415	297.2777778	18.722	299.8987	485.5107697	1827.566667	174.8212175	0.487831712	23	1.075364205	NA	0.019848863	21.01448925	3	56	0.0715515	-1.219756651	0.1272848	-0.407668203
SEG47	2.161666667	0.540833333	0	23	3.178276177	2.196666667	0.281333333	0	1	26	0	1.555555556	5.111111111	1	8	0	97.33333333	18.33333333	10.66666667	98.66666667	478.5	115	238	71	4149.5	2.873515468	23.03	37.73271271	12.92603418	310.9388889	4.152	293.2885992	260.9409337	1218.714397	168.6965445	0.303257391	27.1	0.499959335	NA	0.01704344	NA	5	NA	0.00038525	-1.033274413	0.240660567	-0.44307553
SEG48	3.12	0.230833333	0	28	3.146748224	1.736166667	0.232166667	0	1	20.9	0.2	1.6	4	0.6	9	0	72.66666667	16.66666667	6	80.33333333	501.5	105.5	258.5	75	4546	2.357453027	17.54	37.00744258	11.64219142	251.8722222	9.442	350.8771904	360.0140951	2007.638026	184.7949832	0.578984919	28.9	0.632455356	0.248	0.009735604	17.3386875	2	80	0.0022425	-1.270413955	0.088875442	-0.480000982
SEG49	2.720833333	0.223333333	0	31.09090909	3.190264092	1.822833333	0.263333333	0	1	22.3	0.1	1.5	3.7	0.7	8	1	81.66666667	16.33333333	3.666666667	86.66666667	516	129.5	238.5	69.5	5372.5	2.324871882	20.98	36.6395776	16.06588667	347.2055556	8.812	280.1942398	306.5719044	1977.599419	186.2237297	0.405357472	27.78	0.005924453	0.464	0.005247223	NA	77	129	0.000745	-1.233159268	0.31826216	-0.515003937
SEG50	2.040833333	0.228333333	0	30.72727273	3.185969684	2.129333333	0.277166667	0	2	25.8	0	1.8	6.1	1.7	4	0	81	15.33333333	7.333333333	79.33333333	550	112.5	269.5	64	4001.5	2.548381791	23.05	29.5378081	12.94615349	343.5055556	60.242	310.8427115	168.6595886	1873.133333	182.4117209	0.39463135	27.03	0.061969891	0.736	0.01500134	NA	NA	NA	0.00016975	-1.230693187	0.195097758	-0.694792004
